,geolocation_id,geolocation_lat,geolocation_lng,city,state,id,customer_id
3066350,11608,-23.793936841796995,-45.40193197446476,SAO SEBASTIAO,SP,256793,2881de39aa89bc797c29bef175fcd2b3
3066758,11671,-23.68044954007072,-45.43229645992926,CARAGUATATUBA,SP,256803,aa2e9d6a786f96aaab74743384293503
3066832,11673,-23.6376693781232,-45.440386507791175,CARAGUATATUBA,SP,256805,bec34e289955dde2437d70e6d8be480d
3067097,11602,-23.7290670256966,-45.42006108654434,SAO SEBASTIAO,SP,256807,29e4b6ae74ba2576f10c479863d02f8f
3067133,11623,-23.766870310577623,-45.74591329447745,SAO SEBASTIAO,SP,256816,7372613925550707111577db9b67af2e
3067589,11617,-23.799802578134877,-45.54713535553124,SAO SEBASTIAO,SP,256821,5b2f78b5f6e986453ff9fec40c86f44d
3067595,11674,-23.629516992283627,-45.435383939269386,CARAGUATATUBA,SP,256827,9ab1a2a05e0311aded3d496b4da0df87
3067830,11670,-23.597829762196053,-45.35339843396232,CARAGUATATUBA,SP,256845,f961764b9600b0fd7ba8e43a21daae4d
3067938,11601,-23.718475166667,-45.43526860421497,SAO SEBASTIAO,SP,256846,98663ec2b8d1b5027c15e1f1a63fb984
3067958,11622,-23.77258514014666,-45.69432553147075,SAO SEBASTIAO,SP,256854,e02193584f54356ced74568c39966cdd
3068108,11679,-23.571289865837624,-45.27343112813004,CARAGUATATUBA,SP,256867,539367c2ca3545d7e1293d04b3b25296
3068144,11621,-23.77289159330168,-45.681198355010544,SAO SEBASTIAO,SP,256912,138729be4db081ad246847b0e3b899a5
3068181,11669,-23.704795818924925,-45.44813814214166,CARAGUATATUBA,SP,256926,b7edcefe737a2bc9a92eaf9feb81fb93
3068341,11611,-23.814521606219127,-45.41923511931205,SAO SEBASTIAO,SP,256941,5e3448d638142fc5e6790f88cff5c44a
3068443,11664,-23.61301199319572,-45.39251367036336,CARAGUATATUBA,SP,256980,ce88121027e42c2e895f84a8f3ccd665
3068457,11668,-23.697919999999957,-45.44616999999994,CARAGUATATUBA,SP,256997,1863b95f5438f793f49ba1c6995860e7
3068633,11624,-23.76127039033773,-45.76634466016269,SAO SEBASTIAO,SP,257123,138dc7414f14d963e93984a277f9d3e9
3068725,11629,-23.762636109354258,-45.41314194601535,SAO SEBASTIAO,SP,257155,10ae73e50835a14b4a281d2eb1792ac8
3068751,11676,-23.601222071244813,-45.35260618287996,CARAGUATATUBA,SP,257194,46629720f785183abf62107206e8ee37
3068795,11730,-24.11716945934433,-46.701075415691164,MONGAGUA,SP,260121,b83825b514ecfa4f2ac12b219410377a
3087191,11700,-24.016283558765817,-46.39843570349071,PRAIA GRANDE,SP,260122,5e1ae27895d0dce5388c6e9529f10840
3108200,11703,-24.02000597668648,-46.45837671648681,PRAIA GRANDE,SP,260123,88d808f3083f22381023e9dbb5e99751
3113215,11740,-24.149651009642906,-46.7480979001278,ITANHAEM,SP,260125,6b6239435ae315b60fbe14d91fd760ce
3176255,11701,-24.00774226672053,-46.42534066556061,PRAIA GRANDE,SP,260128,6ce5f54807e3a5677425dcb53f151734
3188795,11713,-24.03035876380635,-46.51578483014024,PRAIA GRANDE,SP,260131,4a090bc0cc777184ea3be03e5ebe2d97
3189887,11723,-23.99933326066255,-46.44470546564009,PRAIA GRANDE,SP,260132,187515b8587ca337b347e05f8ca3b599
3189917,11702,-24.009251814052167,-46.43071872373011,PRAIA GRANDE,SP,260133,ed3e6a4bc34efc2ba21fd9a1fc6048f9
3210925,11750,-24.30942886354128,-46.991091315656,PERUIBE,SP,260134,ecdb04ab71b746dfc341eba4f70fe64f
3232925,11718,-24.014776714957595,-46.48321646502973,PRAIA GRANDE,SP,260137,e03f16c679044f02b6f9d2bed05888b5
3233138,11712,-24.041642464583017,-46.528276284964335,PRAIA GRANDE,SP,260141,cdf85d0d3bca555a030e00a95504ffca
3233908,11704,-24.03077309908247,-46.48748488550985,PRAIA GRANDE,SP,260142,5ceee9e50049277201c6f90b9d1454b1
3247168,11706,-24.04753355037796,-46.52251294310117,PRAIA GRANDE,SP,260143,8a2edb07c1097a748978bc590ba3cd9d
3248932,11760,-24.28999207181857,-47.175537103122046,ITARIRI,SP,260151,45008d0eee380262dda13cd438627733
3249166,11790,-24.276258026479585,-47.23901172853294,PEDRO DE TOLEDO,SP,260152,e71b08dbd8f411cd4012c9022e6a5cb7
3249535,11725,-23.996571024698504,-46.42127572522938,PRAIA GRANDE,SP,260166,8fceafecb6f78c92c97dde2f6d1cac63
3250547,11707,-24.05720311241268,-46.54993985581969,PRAIA GRANDE,SP,260171,6124c09496fb12b9864ce0fa6673e6b2
3250795,11705,-24.041022419984717,-46.51150902857297,PRAIA GRANDE,SP,260172,d8a76a94468f01bfbbe028908b633981
3253504,11714,-24.028604285121087,-46.50790590426757,PRAIA GRANDE,SP,260176,4597ba56e38fdc23858e2a8e6de4fa21
3253609,11717,-24.021924726066107,-46.48668950083671,PRAIA GRANDE,SP,260180,99788ef4e91b5e9d8771b66a49441984
3254078,11721,-24.00917815958798,-46.449387895781626,PRAIA GRANDE,SP,260223,b9cccb3fbc3d435d5886e2b614b6c8f5
3254225,11709,-24.075262299469124,-46.5786330246985,PRAIA GRANDE,SP,260264,5b962d5aab4b7a6a145bf0bba32c1ae8
3254495,11722,-24.00146687705574,-46.446355136966936,PRAIA GRANDE,SP,260331,0b79f3d959c1308c5ac26ad7eceb2e9b
3254895,11720,-24.007887845234983,-46.458790697924734,PRAIA GRANDE,SP,260358,b73059b796c2abebd783eb6af533b1a2
3254913,11724,-24.00560930889214,-46.43080123211195,PRAIA GRANDE,SP,260381,585a173e6339ccb640d466db50b28325
3254994,11708,-24.07272652039933,-46.57700934179699,PRAIA GRANDE,SP,260386,e2a4d558898ab0fcc9a9b60d3b52f01e
3255190,11710,-24.076551133425507,-46.590828939088304,PRAIA GRANDE,SP,260497,dc7ad4861af267442ef03d5e90d983c8
3255202,11711,-23.996570041378703,-46.4134035157446,PRAIA GRANDE,SP,260594,5868fe13603cf87143789d68152b7e67
3255265,11719,-24.01470689291156,-46.46219541245336,PRAIA GRANDE,SP,260708,99b1bdda5abf7eb97c5f35afbadb1550
3255313,11850,-24.281284365679756,-47.44564358336644,MIRACATU,SP,264830,44edfdeb25a4a533df2761f27356f204
3255828,11800,-24.316007192981868,-47.6310274100164,JUQUIA,SP,264831,4e0d465bf7a56e22b91d75f01e5c8b0e
3256798,11930,-24.72923631512427,-47.8751448746274,PARIQUERA-ACU,SP,265030,88a98577c0d60c958eaaab2bf1e57f2b
3259018,11950,-24.725498606199103,-48.11036826830713,CAJATI,SP,265031,e01e54289a0e7f4106b62a90860f4487
3262170,11900,-24.522617510299327,-47.84780154192998,REGISTRO,SP,265034,a32651c931981f0d158f31382ebe69aa
3286870,11940,-24.715799471973146,-48.00772649327381,JACUPIRANGA,SP,265035,9576af8c129e66193e28e99a06fe2dbe
3287445,11925,-24.73951532787161,-47.539068581749895,ILHA COMPRIDA,SP,265038,f1d8941df4d2351d5cf88c5504119207
3287853,11955,-24.75567196941544,-48.50634725056389,BARRA DO TURVO,SP,265040,fb4983913ad382e15c604c2e026767b2
3287895,11960,-24.522633,-48.10619024999998,ELDORADO,SP,265047,b5c786bdc9e15e28d33f2db4ea2f9875
3288171,11920,-24.705292058051395,-47.55221572856384,IGUAPE,SP,265056,2f7de2e1063f4600d30a1bc72ce1d84e
3291153,11990,-25.001653500000003,-47.93411025000001,CANANEIA,SP,265090,6b6ce6c8cd50fb6696add6fdecb1a574
3291961,11910,-24.38123467352574,-47.92755771528054,SETE BARRAS,SP,265091,3a03d0a8709a3334991e4d5b416174d3
3292166,12010,-23.028580095435387,-45.55788415147515,TAUBATE,SP,266503,0c37e6b998e499f5716f0f3dd4ea98f1
3294742,12030,-23.036951634709904,-45.56997640165054,TAUBATE,SP,266504,99c0630472d3966ff63c3eda902c1740
3300410,12061,-23.00315838696713,-45.55407537022584,TAUBATE,SP,266505,726e584ace79aba2cbe1b1fb84ac40db
3303402,12091,-23.04286897088098,-45.57308319469088,TAUBATE,SP,266506,24541b677bb53f2a9ce4c5f8adb74284
3304074,12070,-23.02428824942083,-45.54083048929199,TAUBATE,SP,266507,04c70b7e1a619d16dbd79757e543cc59
3306999,12090,-23.04960460076345,-45.55490019409283,TAUBATE,SP,266508,b65f29f78aceaa11c0fe3657d80bafaf
3308377,12050,-23.01639938574233,-45.57743387347865,TAUBATE,SP,266509,4e6049d06b37e851ef393c27efc23a69
3309307,12052,-23.011493907169147,-45.57518184598221,TAUBATE,SP,266510,32ddbb258315f2a582ed71802e1f6c75
3309907,12042,-23.03416334412696,-45.61634504623628,TAUBATE,SP,266514,29855e598b8e32b458fbfe4ff8f67dff
3310411,12040,-23.03631557663482,-45.59129358131366,TAUBATE,SP,266515,553401fd74b3b623533d44c214a46431
3313141,12086,-23.047083359540483,-45.516382361664576,TAUBATE,SP,266517,9fbe3fb7115be42fe9153ec901bb6386
3313237,12060,-23.01083014736553,-45.55103935263445,TAUBATE,SP,266521,fea9401142aad8a0b2a91fa18ab34505
3314449,12020,-23.026624108168907,-45.56318695019824,TAUBATE,SP,266522,a75295f130354e667dede27e1bc3ecaa
3315697,12072,-23.010974393479284,-45.52314790374363,TAUBATE,SP,266523,241a20babe281dff9201cd9abc43b96a
3315972,12043,-23.023803782167967,-45.62181935149263,TAUBATE,SP,266525,a6647fe1eda9d07ff6f8084860cc890f
3316564,12071,-23.00417696397416,-45.53103723525249,TAUBATE,SP,266536,41e5e8ebaf5c8d1409814afd4174567d
3317884,12082,-23.03844182155843,-45.54792581399428,TAUBATE,SP,266538,8b94ba786c5a6e3e2ffa2fb353903c53
3318259,12062,-23.005913521784315,-45.547770745628725,TAUBATE,SP,266541,1bf2f43d6cf4c045e9dcfd3b9a8cef53
3319189,12053,-23.011995761951475,-45.576958386736976,TAUBATE,SP,266542,2d76e106e982340677c64b2adb60e471
3319725,12080,-23.018484737115735,-45.54992786161637,TAUBATE,SP,266548,bd3cc0839577a877bb6bf7a10dbd08dc
3321405,12081,-23.02898216385322,-45.53251103079421,TAUBATE,SP,266553,0424e2f81bdfb77d7c11c3f447c7b241
3322042,12032,-23.03999227723445,-45.58822500922257,TAUBATE,SP,266561,02307143f7dce7b43056056566b8e987
3322080,12031,-23.03779388918621,-45.58806906399412,TAUBATE,SP,266569,d2708a82f449bc40878c8d0c1736caa3
3324464,12092,-23.056141521954725,-45.5845475100686,TAUBATE,SP,266610,e1f83f004fde6fc507ed5c75b2c98d70
3325016,12051,-23.013858089199363,-45.58774093435231,TAUBATE,SP,266618,5c7e0f8f6aa8e9d4f5703d54108df291
3325292,12041,-23.02953434000798,-45.5778979314444,TAUBATE,SP,266659,0394ecf7525d430f3caa7c6c625661f1
3325436,12093,-23.066072809991585,-45.57521077277231,TAUBATE,SP,267079,bf325052e878a2d9fa615ccb6c53e3b6
3325472,12095,-23.075219942395627,-45.53880722074668,TAUBATE,SP,267845,7573237856d19beef367370dd2285f37
3325476,12180,-23.37997661856026,-45.44779214793582,NATIVIDADE DA SERRA,SP,269191,c2c75371ac7de122517db15e9765379b
3325505,12120,-22.96042599570272,-45.55027479123935,TREMEMBE,SP,269192,a3fae1188394604b9ef5d91a29f1c8b3
3337513,12130,-23.088223057062084,-45.19152035235402,LAGOINHA,SP,269193,711068755ae5b4bb901951d616c849b5
3337573,12170,-23.27933984514383,-45.53463047183564,REDENCAO DA SERRA,SP,269197,04dbc4abee6079d145aecbe59c634606
3337585,12140,-23.221200053845585,-45.30694445621456,SAO LUIS DO PARAITINGA,SP,269252,31bbd9c903c3a084351754fb5b2073b2
3337654,12236,-23.24656095920133,-45.89750073411618,SAO JOSE DOS CAMPOS,SP,269617,28c4f4d41fb30428592b5189227fc604
3346366,12225,-23.190709945322865,-45.78783293158863,SAO JOSE DOS CAMPOS,SP,269618,36478c0e016a642d15a5dffc20b56c4c
3348965,12227,-23.19649674632121,-45.86480432708181,SAO JOSE DOS CAMPOS,SP,269620,00efd0bb67f3af4d73269668a6cc8b49
3350901,12235,-23.229954502914183,-45.89422359824575,SAO JOSE DOS CAMPOS,SP,269621,261cb4f92498ca05d5bd1a327a261d9c
3356697,12245,-23.199327910749645,-45.88679387947946,SAO JOSE DOS CAMPOS,SP,269622,22906114cf2407267e7fd374e742df4d
3361205,12220,-23.17818323342369,-45.85784163765943,SAO JOSE DOS CAMPOS,SP,269626,38086643ba09e7eb60211ef04c0382a0
3364712,12223,-23.177101169859764,-45.81776014738297,SAO JOSE DOS CAMPOS,SP,269627,0e7dc1a303c6c24a96103b216d443185
3365900,12284,-23.11125490674591,-45.70176767124474,CACAPAVA,SP,269632,c9b7848f3a59efb83e4b34507faa7c63
3365944,12242,-23.20903094353053,-45.90893736842892,SAO JOSE DOS CAMPOS,SP,269634,b82414c7fa7d450ef1dacdcc8ce7da04
3372511,12213,-23.15014233700503,-45.91113031734969,SAO JOSE DOS CAMPOS,SP,269636,7aa45f0da7dbc08f11d376d597b2403f
3372761,12244,-23.204900693029057,-45.950860445467086,SAO JOSE DOS CAMPOS,SP,269638,fe5e5441853b0f7d6966a3d53aa13518
3376289,12246,-23.223343368313174,-45.90949163641868,SAO JOSE DOS CAMPOS,SP,269639,eaaf5c1a77ed8abe964046535ec9f4de
3391331,12280,-23.098284219545235,-45.70330750943507,CACAPAVA,SP,269641,7300450cedf7e4c35c243c4a03c1e8a6
3392659,12287,-23.11020303904729,-45.71358427739813,CACAPAVA,SP,269643,b1e01fe019f8971e431021f94370cccf
3393289,12243,-23.20853446073054,-45.90036526464305,SAO JOSE DOS CAMPOS,SP,269644,df2939f9c79221e4653ea43744090d21
3408712,12248,-23.164548810433395,-45.80487447890817,SAO JOSE DOS CAMPOS,SP,269646,0fef141080d6ba78152b01c3f5ee14e2
3409624,12216,-23.201181199001663,-45.88358210352587,SAO JOSE DOS CAMPOS,SP,269650,fad05c6edc4b2f7ec246318da04cfd72
3410524,12289,-23.03401877566055,-45.77360059845524,CACAPAVA,SP,269651,67e07b82c21be1ff6a01781a136d127a
3410660,12241,-23.22917289647413,-45.925893267413024,SAO JOSE DOS CAMPOS,SP,269656,7373e5b05a470e1485897bca95695256
3412568,12214,-23.25682182962209,-45.94089033894351,SAO JOSE DOS CAMPOS,SP,269660,c44883d4af42d75135280741c983b988
3413086,12212,-23.15960926262757,-45.90885480860288,SAO JOSE DOS CAMPOS,SP,269661,d601c3396c4ce0fb5d5fa73400ab8c0b
3413494,12237,-23.243634071378583,-45.91101044314284,SAO JOSE DOS CAMPOS,SP,269663,547d6ffb01ccfdcd3987a70bff3746d0
3417844,12232,-23.27507448002016,-45.889107474000994,SAO JOSE DOS CAMPOS,SP,269666,30fae2b7dc2ac59de3a6bbf85cdd9db7
3419950,12221,-23.174526666945575,-45.83933130391253,SAO JOSE DOS CAMPOS,SP,269670,084614c058967703e18d2e86ebf84be2
3421364,12234,-23.28969934194122,-45.88788224868712,SAO JOSE DOS CAMPOS,SP,269672,490505ada88798841420c07dca1e4c39
3421876,12215,-23.17992101915858,-45.8738259410237,SAO JOSE DOS CAMPOS,SP,269673,fd2767fd04a34f7fe8b2ebb51f86c535
3423156,12283,-23.09917029586244,-45.683007606295845,CACAPAVA,SP,269691,6b0f11ac7b20ef2f5f7f975294802cc4
3423304,12238,-23.25721179378497,-45.91266857937564,SAO JOSE DOS CAMPOS,SP,269698,974809ed2f12441c5c99e5ab636c2af4
3423728,12228,-23.25777249999993,-45.82569514299996,SAO JOSE DOS CAMPOS,SP,269705,02bd740a9c42959b61e38d5a07d43522
3425240,12231,-23.23877950069249,-45.881081307807655,SAO JOSE DOS CAMPOS,SP,269712,9f3138bc272b22e8eb38f4819728ef01
3425996,12247,-23.26576982024265,-45.912724345959454,SAO JOSE DOS CAMPOS,SP,269715,be188afbecaf3cabfe042bf53dfa2e19
3427410,12230,-23.2207344276935,-45.88639015652954,SAO JOSE DOS CAMPOS,SP,269716,e38a634ead0b1d1c493f31fea7eb8bd2
3437209,12209,-23.17220483593013,-45.88005575935584,SAO JOSE DOS CAMPOS,SP,269718,e731ba7b6903d44433f7cc1161d2f1cb
3437812,12240,-23.23009940009024,-45.90094499999999,SAO JOSE DOS CAMPOS,SP,269735,b06429ef920fcfdd75713c712c9ee7b7
3439552,12286,-23.110653666945577,-45.71729604454958,CACAPAVA,SP,269738,e4b6766132b13b3ab3edd2b7be4b915e
3440022,12239,-23.263007134052764,-45.90311760421835,SAO JOSE DOS CAMPOS,SP,269753,fa603f159ab9a96a4d9ce9f3e45762e3
3441142,12233,-23.259922949261775,-45.88708191609124,SAO JOSE DOS CAMPOS,SP,269758,7d81b5f1ff0e0a22a9496943f1df6cbd
3450495,12282,-23.105272201223368,-45.6969888388828,CACAPAVA,SP,269767,fb497fa42c45ae32dacccb4c252b6a75
3450665,12226,-23.2088311470945,-45.80961028129148,SAO JOSE DOS CAMPOS,SP,269768,8dbd9a596460b3b76fd42b13a7d77382
3451614,12224,-23.174414135635192,-45.826730947595294,SAO JOSE DOS CAMPOS,SP,269773,8bd5c421d45d6bd586c368f79a30cd2c
3452901,12281,-23.10054999999994,-45.706009999999935,CACAPAVA,SP,269779,1f643377fc027364be3ffbc29cd8e109
3453357,12211,-23.15832304218365,-45.88866731334759,SAO JOSE DOS CAMPOS,SP,269780,12716f4ea1ffefdc84b026a370d0b7ff
3454371,12285,-23.12432790309806,-45.71024262737953,CACAPAVA,SP,269785,77c5ac582cd8d2dbccc1c5faf6971de3
3454555,12210,-23.18358219677997,-45.88682257562472,SAO JOSE DOS CAMPOS,SP,269807,288f4f9c90d537bdcc404781e5b772f8
3454891,12260,-23.34992418052465,-45.70879040973767,PARAIBUNA,SP,269815,5160b4bc4116d4ecfb0679a4598c2501
3455441,12270,-23.25470911499299,-45.69424868000935,JAMBEIRO,SP,269902,cfde53fd036308dba103823ba561b885
3455509,12294,-23.140499715937853,-45.71569614825914,CACAPAVA,SP,269923,b73be6f00df5391f3b315935ec0341ef
3455527,12229,-23.27543660308917,-45.86831885260226,SAO JOSE DOS CAMPOS,SP,269962,8ce461860e68eaf6e71c27fe009faac2
3455842,12297,-23.088769333891143,-45.68971884485543,CACAPAVA,SP,270000,68f3666fedabd658c5aae67697b67e61
3455851,12288,-23.09500364408646,-45.71081593229389,CACAPAVA,SP,270367,d4e2b78958020f76ccb03034b94b1a43
3455956,12250,-22.95701704961859,-45.84422534546004,MONTEIRO LOBATO,SP,270793,8ae73c8406c2ceae63c5b85c71799366
3455960,12306,-23.28934488481736,-45.94318565667379,JACAREI,SP,274618,421c2ebe259018dbc12a45e720840b6b
3456646,12302,-23.261882548040894,-45.92693651102518,JACAREI,SP,274619,2c3e6d34925ae17def03b796b63e8dfe
3456665,12309,-23.310016990523582,-45.96143881362631,JACAREI,SP,274621,6679db113c1c462e61cb5c016df040b9
3457304,12305,-23.273735042100025,-45.95104876017921,JACAREI,SP,274623,d0f9758f9967e058470f9b0b7f18e1cb
3458277,12301,-23.270441385509848,-45.93742768428648,JACAREI,SP,274625,38ca5a38629190ded221ab2837f41eae
3459447,12320,-23.31192262669516,-45.97728873160601,JACAREI,SP,274626,1b971c95893767cdf1cd202fcb892bcd
3460539,12328,-23.28996289924409,-45.96541122398862,JACAREI,SP,274627,8ed6e42fde758d7b78d7ebf1eb9bdd5d
3462971,12322,-23.308980955934807,-45.9776277134487,JACAREI,SP,274630,46a99fe4d28634842249f441c46a19ce
3463303,12325,-23.30492282750574,-46.01849578455791,JACAREI,SP,274631,527bf037fd84f0b73622f6b4d52771fd
3463330,12310,-23.30228912323382,-45.94909852611922,JACAREI,SP,274632,4af4975d2cb4cecda86dcc1716bd2f14
3463673,12319,-23.31497025172496,-45.96817024980834,JACAREI,SP,274633,4d46e7275d4a252e48cb5c22cc7259b5
3463778,12327,-23.30432178573488,-45.97717112378096,JACAREI,SP,274635,5445f5f238cfaafc96fd267d5db851d6
3466552,12380,-23.398738664441694,-45.87914132883015,SANTA BRANCA,SP,274636,d016bd90f904bbf7b11789bb7b3a98bf
3467227,12311,-23.28326930202073,-45.93940500233161,JACAREI,SP,274639,b4e82458897304b3a13fa1fdf022477e
3467399,12321,-23.302552064590703,-45.9794900391086,JACAREI,SP,274640,3aaee00fc9ce5f6dbbd2f378254f7f65
3467783,12333,-23.231791916444664,-46.06990763577292,JACAREI,SP,274643,c3cf3a68467bb02ca0baa072998134e9
3467792,12335,-23.261928736886148,-45.96848029239997,JACAREI,SP,274644,1217d9ba5408d02c8bb74d95ec4161c6
3467988,12308,-23.30441669969416,-45.965922951843744,JACAREI,SP,274649,55d6ff673e6f752350de2e8779f8a021
3469808,12315,-23.319775110739236,-45.923898996537545,JACAREI,SP,274652,0ae950a7f903b379c53be854ff1dae04
3470025,12350,-23.214122950073904,-46.15782773220571,IGARATA,SP,274662,e7272207671135423f7d023f6a388500
3470320,12316,-23.32161989064574,-45.93696011365342,JACAREI,SP,274663,14fcb7be0e0a5868f190e1cda895d6fa
3470525,12324,-23.31311508964741,-46.0026232857349,JACAREI,SP,274669,87f7aa52df0bf228fa5bf39debc47e48
3471695,12312,-23.303587327226044,-45.92931482292686,JACAREI,SP,274670,148563b1c48bb1f2aa137060c86afb7f
3472730,12334,-23.29657118186936,-46.01277577875843,JACAREI,SP,274697,b76f6b4b7545d1a23bfc4caece1d6ddc
3472739,12318,-23.308631999999992,-45.95330475,JACAREI,SP,274701,1bf99cf832342c829e425a2c1a0848fb
3472767,12307,-23.29299177790156,-45.95639922797895,JACAREI,SP,274731,42c0680560a944fda8f8410597dc76a9
3473406,12330,-23.298579776753886,-46.02995213487733,JACAREI,SP,274777,002236c4f333bc8df6a5939749eb7869
3473415,12323,-23.29645842521639,-45.97329603987564,JACAREI,SP,274793,63ef1bb30a3a15f90297210ac4cc6b6e
3473559,12329,-23.29535980766344,-45.937806673610666,JACAREI,SP,274872,cd75b28ea8d1a20fcea43122a93c551c
3473566,12341,-23.293575656670832,-45.98510497307211,JACAREI,SP,275028,7c559937ddc2dc285d511058d15dab5e
3473567,12412,-22.95773146505728,-45.45515668718501,PINDAMONHANGABA,SP,276408,1c7d4bf8876c3a085598d708c616563c
3474623,12490,-22.690669999999955,-45.735499999999945,SAO BENTO DO SAPUCAI,SP,276409,c358ba3b6586cfe86c59d44af141dbc2
3475239,12400,-22.926778771561526,-45.46281253438472,PINDAMONHANGABA,SP,276410,c75ba8c2044f28734bcac5cf12f37713
3475999,12443,-22.896894640102605,-45.37008114909734,PINDAMONHANGABA,SP,276413,c1380a13251ab5fff46527214676054d
3476099,12460,-22.732323039727124,-45.56427039489908,CAMPOS DO JORDAO,SP,276414,30e82497ccfbf893c3e6561e784ba613
3490685,12410,-22.930835789732065,-45.45541469052191,PINDAMONHANGABA,SP,276415,075b1ee3e2a225492cca5e5d9791e776
3491545,12422,-22.94385742701493,-45.4770251456873,PINDAMONHANGABA,SP,276417,096ecce73f38110822bb4a4bd9341e37
3492545,12446,-22.88888864399442,-45.36419384790422,PINDAMONHANGABA,SP,276418,6863efdb7b49c05aac8bf15b2fe41f70
3492582,12403,-22.91426878466163,-45.42914593227478,PINDAMONHANGABA,SP,276421,5debccf4a73e7443ca65bdc18b606e86
3492996,12411,-22.932821929423746,-45.44848162439036,PINDAMONHANGABA,SP,276424,5826d0f4bd70a31c10a770bbfdda9cfa
3493171,12402,-22.920117405632816,-45.445038284350105,PINDAMONHANGABA,SP,276428,c42d04e55c339ec050338c3a8142bd91
3493773,12445,-22.886512003027494,-45.37114210829609,PINDAMONHANGABA,SP,276431,29f0540231702fda0cfdee0a310f11aa
3493861,12425,-22.93319577282492,-45.47821099432626,PINDAMONHANGABA,SP,276447,c580ed6ed2fe3533df6af1dcb43bac94
3493987,12450,-22.823006371911536,-45.66732292476693,SANTO ANTONIO DO PINHAL,SP,276448,ef9e714771b71928467a30d3492973db
3494099,12421,-22.94775990806028,-45.49172108176731,PINDAMONHANGABA,SP,276453,596476030ef36305e6dc6d82812d9ea0
3494249,12441,-22.91967856350281,-45.3648975854866,PINDAMONHANGABA,SP,276455,3c4426db9150769c092488058c9c59e5
3494272,12414,-22.947077373511533,-45.40828743495752,PINDAMONHANGABA,SP,276466,78384f09294e296e2210f1958e5569ac
3494530,12444,-22.893786522549128,-45.38053653505862,PINDAMONHANGABA,SP,276469,6dc864b913bbfbe227bd1da4d8080a2a
3494600,12424,-22.955957734545084,-45.48972486275995,PINDAMONHANGABA,SP,276482,07b545f78bd2ddf9040417ad6eb72292
3494741,12413,-22.942719134058045,-45.42119605197068,PINDAMONHANGABA,SP,276486,71908cc6a4d4a63637df967dfbda39fe
3494781,12440,-22.913875797003225,-45.364197560394366,PINDAMONHANGABA,SP,276502,6c2bbbe3ed23e59d735f3262256d21e8
3494937,12420,-22.945064470526344,-45.46371952947366,PINDAMONHANGABA,SP,276539,f4a9f3a779e9783f7c992f5723bbe3d3
3495233,12405,-22.92373230073036,-45.44167505845967,PINDAMONHANGABA,SP,276569,cc4db88e38bc31a614fcba9423ed8c1d
3495287,12423,-22.946777999999995,-45.49869899999999,PINDAMONHANGABA,SP,276578,2ce6b846941803ad4a9e4507db07b9f8
3495345,12401,-22.92142919454418,-45.46479177296298,PINDAMONHANGABA,SP,276580,7ada717d4b7b270ffa1f2c9dfe585e18
3495471,12442,-22.94287406269077,-45.39532271335324,PINDAMONHANGABA,SP,276601,b38a6889b9d5764205a7ccfbbaeb3abb
3495483,12520,-22.812079392244957,-45.18265771921641,GUARATINGUETA,SP,278282,05d6b909009e98a4cb2330bc6a4651ef
3495515,12525,-22.841959286551266,-45.25567489938757,POTIM,SP,278283,cc965eb87f92dbe0571ba70f96602e9d
3495629,12515,-22.8102557858096,-45.18353140514958,GUARATINGUETA,SP,278284,225ebef5545fbebaf3d70c1c460a5859
3498164,12514,-22.793294840815463,-45.19745881614868,GUARATINGUETA,SP,278285,3a3c64dfa633b2c7d3d356b8077c9ccf
3498479,12530,-23.07558796563428,-44.95788421241348,CUNHA,SP,278290,df25809d2708a27863310205e3e224a9
3500399,12517,-22.798630286388327,-45.183217020243966,GUARATINGUETA,SP,278291,474815429e8d4d94b034014057ee55ce
3500805,12506,-22.803390518707644,-45.21156803008076,GUARATINGUETA,SP,278293,abcda364aa8588e2151e33d27268bcf6
3500910,12580,-22.89082860434644,-45.30332001483277,ROSEIRA,SP,278294,3288ae263b202f45dc5d0468cc81a348
3501140,12518,-22.779048421881395,-45.18534634646929,GUARATINGUETA,SP,278295,d5ccd1ab534cefef9d940030f898c4ad
3501430,12570,-22.865299155981305,-45.25583170038664,APARECIDA,SP,278296,073d2959178dec403eb31e95d52d473d
3508930,12523,-22.78184646080685,-45.147651302970765,GUARATINGUETA,SP,278298,71f26a95b92285223eb7663ebc8ac5ab
3509086,12516,-22.803832680220744,-45.18128776524834,GUARATINGUETA,SP,278299,2577a8a483e4c65a4e9256b90de22f4d
3509242,12502,-22.815468,-45.18239753040693,GUARATINGUETA,SP,278304,f78e23aad8e572277a28b306314e1d3c
3509550,12524,-22.81773643952848,-45.18204921158524,GUARATINGUETA,SP,278307,ed8015d79ac87082198750d415abd7b5
3509558,12507,-22.806467228285435,-45.23936604455936,GUARATINGUETA,SP,278316,ab65a308e13faaef39b0370e82dd6fdb
3509609,12511,-22.80327760315877,-45.20399759522505,GUARATINGUETA,SP,278317,a5d0358e802c2b80011410b0adbcf151
3509739,12510,-22.79615651556581,-45.2089052377769,GUARATINGUETA,SP,278323,7b7e5711bfaa0c6b06bc6328453fae8b
3509797,12501,-22.821051879055528,-45.19147619746503,GUARATINGUETA,SP,278328,53c996d70be78077dd4c97f771d9f32f
3509908,12513,-22.76783057321341,-45.19658169176524,GUARATINGUETA,SP,278330,09ad9d1167eae6f24c762b46f6470aec
